python_time,esp32_hw_time,sensor_name,ax,ay,az,gx,gy,gz,mx,my,mz,q0,q1,q2,q3,quat_roll,quat_pitch,quat_yaw,is_paused_flag
2026-05-29 14:15:03.804,3709169,L_Ankle,-1.0025,-0.0207,0.0836,-0.41,-0.64,-1.12,58.77,-2.94,21.37,0.735893,0.084597,0.666341,-0.085299,0.0,0.0,0.0,0
2026-05-29 14:15:03.806,3709146,L_Hip,0.1112,-0.7336,-0.5059,-3.14,6.25,8.54,-23.65,22.2,35.12,0.315531,-0.369488,0.731803,-0.477828,0.0,0.0,0.0,0
2026-05-29 14:15:03.808,3709156,L_Hip,0.302,-0.9276,-0.6855,-3.79,5.83,8.56,-24.33,22.83,36.29,0.314035,-0.372936,0.731101,-0.477218,0.0,0.0,0.0,0
2026-05-29 14:15:03.809,2756224,R_Shank,-1.0031,0.7448,0.0323,-0.09,-1.03,-1.57,20.21,19.17,24.57,-0.728904,0.000244,-0.67806,0.094272,0.0,0.0,0.0,0
2026-05-29 14:15:03.811,2756234,R_Shank,-0.9884,-1.308,0.0218,-0.1,-1.02,-1.59,0.0,0.0,0.0,-0.728874,0.000244,-0.678091,0.094272,0.0,0.0,0.0,0
2026-05-29 14:15:03.811,3709166,L_Hip,-0.0535,-0.7341,-0.4797,-4.42,3.67,12.1,-24.82,22.98,35.57,0.31431,-0.377636,0.730064,-0.474899,0.0,0.0,0.0,0
2026-05-29 14:15:03.813,2756244,R_Shank,-1.0075,2.8044,0.0391,-0.09,-1.02,-1.59,21.03,19.99,25.02,-0.728874,0.000275,-0.678091,0.094272,0.0,0.0,0.0,0
2026-05-29 14:15:03.813,3709176,L_Hip,-0.3846,-0.7734,-0.4667,-4.58,1.84,14.9,0.0,0.0,0.0,0.317667,-0.382824,0.729087,-0.470016,0.0,0.0,0.0,0
2026-05-29 14:15:03.815,2756254,R_Shank,-0.9933,-2.4672,0.0371,-0.1,-1.03,-1.59,20.73,18.34,24.71,-0.728874,0.000275,-0.678091,0.094302,0.0,0.0,0.0,0
2026-05-29 14:15:03.815,3709149,L_Shank,-0.7399,-0.019,0.6566,2.52,-1.04,-0.4,47.69,8.98,-5.52,0.900266,-0.101596,0.360057,0.22248,0.0,0.0,0.0,0
2026-05-29 14:15:03.817,3709159,L_Shank,-0.7546,-0.0136,0.6504,2.57,-1.13,-0.54,0.0,0.0,0.0,0.899869,-0.101321,0.360668,0.223304,0.0,0.0,0.0,0
